budget,genre,name,score,year
unknown,comedy,human nature,6.4,2001
17500000,drama,step up 2: the streets,6.2,2008
31000000,drama,hearts in atlantis,6.9,2001
23000000,action,until the end of the world,6.8,1991
2000000,horror,the pit and the pendulum,6.1,1991
unknown,adventure,map of the human heart,7.2,1992
5000000,comedy,piranha 3dd,3.8,2012
24000000,animation,ferngully: las aventuras de zak y crysta,6.5,1992
28000000,animation,la piedra y el pingüino,5.6,1995
10000000,horror,the strangers,6.2,2008
54000000,action,blade ii,6.7,2002
17000000,comedy,carpool,4.9,1996
25000000,comedy,say it isn't so,4.9,2001
unknown,comedy,swimming to cambodia,7.8,1987
20000000,comedy,scary movie 5,3.5,2013
28000000,comedy,las leyes de atracción,5.9,2004
1200000,comedy,but i'm a cheerleader,6.6,1999
3500000,comedy,defendor,6.8,2009
9000000,comedy,indian summer,6.5,1993
unknown,drama,welcome home,5.7,1989
20000000,drama,not fade away,6.0,2012
28000000,comedy,a simple wish,5.4,1997
2000000,action,critters,6.0,1986
35000000,drama,little buddha,6.0,1993
7000000,action,the boondock saints,7.9,1999
14000000,drama,brokeback mountain,7.7,2005
12000000,crime,deadfall,6.3,2012
unknown,comedy,beverly hills brats,3.9,1989
25000000,comedy,spice world,3.4,1997
80000000,animation,over the hedge,6.8,2006
unknown,romance,thousand pieces of gold,7.1,1991
23000000,drama,her,8.0,2013
15000000,comedy,home fries,5.0,1998
unknown,comedy,white men can't jump,6.7,1992
10000000,biography,wilde,6.9,1997
unknown,biography,vincent & theo,7.1,1990
unknown,comedy,a little help,5.7,2010
24000000,comedy,out cold,6.3,2001
3000000,comedy,la boda de muriel,7.2,1994
unknown,biography,the sea inside,8.0,2004
50000000,adventure,the beach,6.6,2000
20000000,action,vampires,6.1,1998
46000000,action,shaft,5.9,2000
unknown,action,attack on titan: part 1,5.1,2015
11000000,crime,frailty,7.3,2001
8600000,crime,awake,6.5,2007
unknown,crime,the real mccoy,5.5,1993
6000000,drama,platoon,8.1,1986
5000000,drama,feroz,6.8,2000
2000000,drama,amores perros,8.1,2000
125000000,action,monster trucks,5.7,2016
20000000,action,never back down,6.6,2008
unknown,crime,l'enfant,7.5,2005
650000,drama,stake land,6.5,2010
unknown,comedy,once upon a crime...,5.8,1992
50000000,adventure,herbie fully loaded,4.8,2005
unknown,comedy,stars and bars,4.8,1988
unknown,comedy,the eighth day,7.6,1996
10000000,biography,the damned united,7.6,2009
19800000,comedy,gosford park,7.3,2001
35000000,action,howard the duck,4.6,1986
unknown,drama,closet monster,7.0,2015
unknown,comedy,kal ho naa ho,8.0,2003
15000000,action,grosse pointe blank,7.4,1997
unknown,comedy,touch and go,5.8,1986
40000000,comedy,drillbit taylor,5.7,2008
40000000,adventure,back to the future part ii,7.8,1989
120000000,action,king arthur,6.3,2004
unknown,drama,forever young,6.3,1992
33000000,action,resident evil,6.7,2002
unknown,animation,el príncipe cascanueces,6.9,1990
unknown,drama,youngblood,6.1,1986
13000000,comedy,the new guy,5.9,2002
24000000,crime,the yards,6.4,2000
55000000,drama,any given sunday,6.8,1999
1200000,comedy,night of the demons,6.3,1988
30000000,drama,million dollar baby,8.1,2004
9000000,comedy,igby goes down,7.0,2002
55000000,comedy,stuck on you,5.8,2003
10000000,biography,love & mercy,7.4,2014
unknown,crime,criminal law,5.7,1988
75000000,action,we were soldiers,7.2,2002
20000000,adventure,bill & ted's bogus journey,6.2,1991
28000000,action,ghosts of mars,4.9,2001
6000000,drama,the virgin suicides,7.2,1999
10000000,drama,tigerland,7.0,2000
unknown,action,so close,6.7,2002
42000000,action,21 jump street,7.2,2012
65000000,comedy,you've got mail,6.6,1998
unknown,adventure,iron will,6.5,1994
7500000,comedy,a fish called wanda,7.6,1988
unknown,drama,last dance,5.8,1996
30000000,action,paul blart: mall cop 2,4.4,2015
21000000,drama,moonlight mile,6.7,2002
160000000,action,x-men: first class,7.8,2011
70000000,action,fool's gold,5.7,2008
40000000,comedy,the preacher's wife,5.5,1996
unknown,comedy,melinda and melinda,6.5,2004
73000000,animation,the angry birds movie,6.3,2016
unknown,adventure,bushwhacked,5.5,1995
unknown,action,ski patrol,5.4,1990
45000000,action,drop zone,5.6,1994
150000000,adventure,pan,5.8,2015
unknown,comedy,dave,6.8,1993
28000000,comedy,working girl,6.7,1988
unknown,drama,mommy,8.1,2014
60000000,comedy,si te casas... te mato,5.5,2005
unknown,comedy,van wilder 2: the rise of taj,4.8,2006
25000000,comedy,fierce creatures,6.4,1997
70000000,animation,the lorax,6.4,2012
unknown,drama,mississippi masala,6.6,1991
unknown,comedy,how i got into college,5.8,1989
unknown,drama,meek's cutoff,6.6,2010
unknown,drama,i the worst of all,7.1,1990
15000000,horror,sleepwalkers,5.2,1992
30000000,drama,serena,5.4,2014
3300000,comedy,vamp,5.9,1986
unknown,drama,farewell my concubine,8.1,1993
unknown,drama,priest,7.1,1994
5000000,horror,riding the bullet,5.2,2004
35000000,horror,a nightmare on elm street,5.2,2010
50000000,comedy,the distinguished gentleman,5.9,1992
45000000,comedy,chicago,7.2,2002
unknown,action,into the white,7.2,2012
unknown,drama,the chocolate war,6.9,1988
110000000,action,around the world in 80 days,5.8,2004
20000000,adventure,beverly hills chihuahua,3.7,2008
110000000,animation,home on the range,5.4,2004
1500000,drama,kids,7.0,1995
22000000,comedy,get over it,5.8,2001
1000000,drama,cry wolf,5.9,2005
unknown,comedy,dirty rotten scoundrels,7.3,1988
75000000,animation,shark tale,6.0,2004
70000000,action,the legend of hercules,4.2,2014
80000000,action,the time machine,5.9,2002
4000000,drama,timecode,6.2,2000
40000000,comedy,wedding crashers,7.0,2005
18000000,comedy,under the tuscan sun,6.8,2003
41000000,drama,8 mile,7.0,2002
75000000,crime,domestic disturbance,5.5,2001
40000000,adventure,christopher columbus: the discovery,4.4,1992
60000000,drama,winter's tale,6.2,2014
unknown,comedy,johnny stecchino,7.2,1991
9000000,drama,dead man,7.7,1995
14000000,drama,the good mother,5.9,1988
unknown,drama,twice born,7.4,2012
48000000,comedy,tooth fairy,5.0,2010
3000000,comedy,love & friendship,6.5,2016
60000000,comedy,junior,4.6,1994
56000000,comedy,new year's eve,5.7,2011
130000000,adventure,australia,6.6,2008
200000000,action,iron man 3,7.2,2013
unknown,horror,the fly ii,4.9,1989
unknown,comedy,the pope must diet,5.0,1991
25000000,comedy,mrs. winterbourne,6.2,1996
20000000,comedy,we're no angels,6.0,1989
40000000,drama,the lake house,6.8,2006
5000000,crime,wonderland,6.6,2003
6000000,comedy,the paper,6.6,1994
unknown,comedy,the sitter,5.7,2011
25000000,comedy,election,7.3,1999
35000000,drama,revolutionary road,7.3,2008
2500000,drama,before sunrise,8.1,1995
60000000,drama,eat pray love,5.7,2010
14000000,biography,born on the fourth of july,7.2,1989
178000000,action,edge of tomorrow,7.9,2014
150000000,adventure,charlie and the chocolate factory,6.7,2005
50000000,action,terminal velocity,5.4,1994
60000000,biography,the soloist,6.7,2009
32000000,mystery,the number 23,6.4,2007
unknown,drama,russkies,5.6,1987
6000000,comedy,the guard,7.3,2011
100000,comedy,tangerine,7.0,2015
48000000,crime,panic room,6.8,2002
unknown,comedy,speechless,5.7,1994
unknown,biography,sospechas mortales,6.9,2006
7000000,crime,boiler room,7.0,2000
18000000,action,company business,5.7,1991
57000000,action,dragonheart,6.4,1996
unknown,comedy,back to the beach,5.8,1987
5000000,drama,track 29,5.9,1988
75000000,action,hollywood homicide,5.3,2003
8000000,drama,king of the hill,7.6,1993
8500000,animation,middle school: the worst years of my life,6.1,2016
140000000,action,exodus: gods and kings,6.0,2014
unknown,comedy,i think i love my wife,5.5,2007
unknown,comedy,house of angels,6.4,1992
22000000,comedy,mad money,5.8,2008
37000000,comedy,aloha,5.4,2015
unknown,drama,the man without a face,6.7,1993
11000000,comedy,freddy's dead: the final nightmare,4.9,1991
unknown,mystery,cold creek manor,4.9,2003
10000000,comedy,the banger sisters,5.6,2002
unknown,comedy,ridicule,7.5,1996
92000000,drama,black hawk down,7.7,2001
24000000,biography,foxcatcher,7.0,2014
24000000,crime,lock up,6.4,1989
unknown,drama,blue chips,6.1,1994
20000000,comedy,fired up!,6.2,2009
unknown,crime,the reckoning,6.6,2002
40000000,drama,jfk,8.0,1991
unknown,comedy,dirty deeds,5.9,2005
40000000,horror,scream 4,6.2,2011
32000000,comedy,nacho libre,5.7,2006
unknown,family,first kid,5.2,1996
11000000,crime,killer joe,6.7,2011
50000000,drama,stay,6.9,2005
50000000,drama,lost souls,4.8,2000
40000000,biography,marie antoinette,6.4,2006
6000000,adventure,breaking in,6.1,1989
50000000,action,into the blue,5.8,2005
18000000,crime,amores asesinos,6.5,2006
unknown,animation,el recuerdo de marnie,7.8,2014
unknown,comedy,cruising bar,6.8,1989
17000000,comedy,american dreamz,5.5,2006
1000000,drama,the duke of burgundy,6.6,2014
7500000,crime,american history x,8.5,1998
55000000,action,everest,7.1,2015
750000,horror,the devil inside,4.2,2012
50000000,comedy,we bought a zoo,7.1,2011
169000,comedy,keeping mum,6.8,2005
unknown,crime,no man's land,6.1,1987
85000000,action,the fast and the furious: tokyo drift,6.0,2006
35000000,comedy,horrible bosses,6.9,2011
7500000,drama,rampage,6.3,1987
25000000,action,búsqueda implacable,7.8,2008
9000000,comedy,hamlet 2,6.4,2008
40000000,biography,hasta el último hombre,8.2,2016
8000000,comedy,license to drive,6.3,1988
unknown,biography,farinelli,6.9,1994
unknown,action,rescue me,5.5,1992
46630000,adventure,the adventures of baron munchausen,7.2,1988
unknown,drama,the men's club,4.5,1986
35000000,action,the last legion,5.4,2007
12000000,comedy,johnson family vacation,4.4,2004
unknown,comedy,the foot fist way,6.4,2006
2000000,drama,native son,5.9,1986
21000000,drama,black book,7.8,2006
80000000,action,pompeya,5.5,2014
85000000,action,hellboy ii: the golden army,7.0,2008
20000000,action,farewell to the king,6.3,1989
6000000,thriller,the hitcher,7.3,1986
57000000,action,thunderbirds,4.2,2004
4000000,drama,closet land,7.2,1991
7000000,biography,8 seconds,6.5,1994
unknown,drama,i am david,7.3,2003
unknown,comedy,agnes browne,6.6,1999
unknown,action,wired to kill,4.2,1986
unknown,adventure,the deceivers,6.1,1988
4000000,comedy,bloodhounds of broadway,5.7,1989
40000000,comedy,a thousand words,5.9,2012
10000000,crime,brother,7.2,2000
unknown,action,the protector,7.1,2005
70000000,animation,storks,6.8,2016
2000000,action,hardcore: misión extrema,6.7,2015
75000000,comedy,funny people,6.3,2009
unknown,comedy,in the loop,7.5,2009
unknown,drama,wuthering heights,6.1,2011
65000000,action,the mask of zorro,6.7,1998
18000000,drama,love field,6.7,1992
80000000,action,the mummy,7.0,1999
unknown,comedy,black cat white cat,8.1,1998
unknown,comedy,high heels,7.2,1991
unknown,comedy,king ralph,5.2,1991
unknown,crime,crisscross,5.8,1992
30000000,action,stalingrad,5.6,2013
42000000,comedy,the mirror has two faces,6.5,1996
unknown,drama,the divorce,4.9,2003
100000000,action,eragon,5.1,2006
unknown,comedy,spring,6.7,2014
unknown,comedy,trial and error,5.7,1997
unknown,adventure,castaway,6.0,1986
10000000,action,gleaming the cube,6.2,1989
140000000,action,gods of egypt,5.4,2016
100000000,action,robocop,6.2,2014
unknown,action,the day of the beast,7.5,1995
unknown,comedy,coneheads,5.2,1993
35000000,action,underworld: blood wars,5.8,2016
3500000,comedy,jawbreaker,5.5,1999
20000000,comedy,the descendants,7.3,2011
260000000,animation,tangled,7.8,2010
18000000,comedy,john tucker must die,5.8,2006
135000000,action,teenage mutant ninja turtles: out of the shadows,6.0,2016
unknown,comedy,human traffic,7.1,1999
30000000,drama,the human stain,6.3,2003
73000000,action,battlefield earth,2.4,2000
120000,adventure,open water,5.7,2003
unknown,comedy,sweet liberty,5.7,1986
8000000,drama,mother's boys,5.4,1993
65000000,action,proof of life,6.2,2000
4000000,drama,talk radio,7.3,1988
21000000,comedy,diary of a wimpy kid: rodrick rules,6.6,2011
unknown,drama,4 months 3 weeks and 2 days,7.9,2007
35000000,comedy,the big wedding,5.6,2013
33000000,horror,the cell,6.3,2000
55000000,comedy,bowfinger,6.4,1999
unknown,comedy,cooties,5.7,2014
8500000,comedy,drive me crazy,5.7,1999
137000000,animation,final fantasy: the spirits within,6.4,2001
1500000,comedy,psycho beach party,6.3,2000
20000000,comedy,vampire in brooklyn,4.5,1995
55000000,action,ladder 49,6.5,2004
unknown,comedy,i give it a year,5.7,2013
6000000,comedy,the wood,6.9,1999
unknown,drama,lejos de ella,7.6,2006
40000000,comedy,legal eagles,5.9,1986
12000000,comedy,nadine,5.5,1987
50000000,comedy,the nice guys,7.4,2016
6900000,comedy,dazed and confused,7.7,1993
unknown,comedy,2 days in paris,6.8,2007
100000000,adventure,harry potter and the chamber of secrets,7.4,2002
7000000,comedy,outside providence,6.4,1999
2000000,biography,boys don't cry,7.6,1999
10000000,drama,mr. holmes,6.9,2015
20000000,comedy,mr. destiny,6.3,1990
94000000,drama,the flowers of war,7.6,2011
unknown,comedy,in the soup,7.1,1992
33000000,adventure,mike and dave need wedding dates,6.0,2016
unknown,drama,hamlet,6.8,1990
40000000,action,el mosquetero,4.7,2001
15000000,action,heartbreak ridge,6.8,1986
5000000,drama,the grey zone,7.1,2001
27000000,drama,ironweed,6.8,1987
35000000,comedy,what happens in vegas,6.1,2008
139000000,action,spider-man,7.3,2002
unknown,drama,black,8.2,2005
80000000,drama,instinct,6.5,1999
42000000,fantasy,red riding hood,5.4,2011
3500000,animation,batman: the killing joke,6.5,2016
50000000,action,outlander,6.3,2008
20000000,drama,endless love,6.3,2014
50000000,drama,the game,7.8,1997
25000000,drama,dirty dancing: havana nights,6.0,2004
1000000,drama,the battle of shaker heights,6.1,2003
16000000,crime,baby boy,6.4,2001
12000000,action,crank,7.0,2006
30000000,action,hanna,6.8,2011
unknown,drama,caught,6.8,1996
52000000,crime,casino,8.2,1995
41000000,action,the medallion,5.2,2003
31500000,action,criminal,6.3,2016
unknown,comedy,forget paris,6.4,1995
24000000,comedy,meet the deedles,3.9,1998
14000000,horror,urban legend,5.5,1998
65000000,action,dragon blade,6.1,2015
16000000,drama,the immigrant,6.6,2013
unknown,crime,cold in july,6.8,2014
unknown,comedy,dance me outside,7.3,1994
30000000,comedy,babe el puerquito valiente,6.8,1995
unknown,comedy,clockwise,6.6,1986
80000000,action,timeline,5.6,2003
35000000,action,abduction,5.1,2011
25000000,horror,1408,6.8,2007
25000000,crime,the untouchables,7.9,1987
19000000,comedy,crimes and misdemeanors,8.0,1989
20500000,drama,cosmópolis,5.0,2012
unknown,biography,lutero,6.6,2003
unknown,adventure,last of the dogmen,6.9,1995
400000,comedy,napoleon dynamite,6.9,2004
25000000,drama,jacob's ladder,7.5,1990
unknown,comedy,la bicicleta verde,7.6,2012
unknown,drama,my summer of love,6.8,2004
27000000,action,armored,5.7,2009
25000000,action,the bodyguard,6.2,1992
30000000,animation,pokémon: the first movie - mewtwo strikes back,6.0,1998
unknown,drama,mr. & mrs. bridge,6.7,1990
unknown,drama,ninfomanía: segunda parte,6.7,2013
unknown,comedy,switch,5.7,1991
25000000,drama,there will be blood,8.1,2007
109000000,adventure,the cat in the hat,3.8,2003
2500000,comedy,robot & frank,7.1,2012
6000000,drama,affliction,7.0,1997
unknown,drama,summer,7.8,1986
13000000,comedy,bordello of blood,5.3,1996
45000000,animation,aliens in the attic,5.4,2009
unknown,biography,salome's last dance,6.7,1988
unknown,drama,new best friend,5.3,2002
12600000,horror,wrong turn,6.1,2003
3000000,comedy,citizen ruth,7.0,1996
1000000,crime,god's pocket,6.1,2014
61000000,drama,les misérables,7.6,2012
unknown,family,miracle on 34th street,6.4,1994
55000000,comedy,forrest gump,8.8,1994
15000000,action,no way out,7.1,1987
38600000,action,the grandmaster,6.5,2013
10000000,action,skyline,4.4,2010
unknown,drama,the greatest game ever played,7.5,2005
50000000,action,central intelligence,6.3,2016
4200000,horror,night of the living dead,6.9,1990
35000000,action,max payne,5.4,2008
65000000,action,resident evil: retribution,5.4,2012
100000000,animation,happy feet,6.5,2006
unknown,comedy,house arrest,5.7,1996
26000000,biography,los 33,6.9,2015
10000000,comedy,in the land of women,6.5,2007
13000000,action,the big hit,6.1,1998
unknown,crime,layer cake,7.4,2004
3000000,comedy,8 heads in a duffel bag,5.3,1997
15000000,crime,transsiberian,6.7,2008
unknown,drama,the year my voice broke,7.5,1987
95000000,drama,cinderella,7.0,2015
42000000,action,man on a ledge,6.6,2012
50000000,mystery,super 8,7.0,2011
23000000,action,memphis belle,6.9,1990
30000000,crime,a perfect world,7.5,1993
7000000,drama,veer-zaara,7.9,2004
62000000,action,clear and present danger,6.9,1994
8000000,action,deepstar six,5.2,1989
12000000,comedy,from justin to kelly,2.1,2003
5000000,drama,cinema paradiso,8.5,1988
unknown,horror,sangre caníbal,6.0,2001
60000000,action,the jackal,6.4,1997
17000000,comedy,el hotel de los fantasmas,5.7,1988
1300000,crime,prison,5.9,1987
unknown,comedy,her alibi,5.7,1989
5000000,horror,ouija,4.5,2014
unknown,comedy,cousin bette,6.2,1998
150000000,animation,g-force,5.1,2009
9000000,action,set it off,6.8,1996
10000000,drama,evelyn,7.0,2002
9000000,adventure,flight of the navigator,6.9,1986
3500000,animation,the tom and jerry movie,5.3,1992
15000000,action,stander,7.2,2003
unknown,comedy,in the mood,6.1,1987
unknown,comedy,submarine,7.3,2010
55000000,biography,elizabeth: the golden age,6.9,2007
unknown,comedy,two if by sea,5.2,1996
6000000,animation,batman: mask of the phantasm,7.9,1993
10600000,horror,darkness,5.4,2002
25000000,biography,without limits,7.2,1998
8000000,thriller,blackway,5.2,2015
80000000,comedy,flubber,5.2,1997
unknown,crime,i'm not scared,7.5,2003
7000000,biography,auto focus,6.6,2002
10000000,musical,the fantasticks,5.8,1995
10000000,drama,peaceful warrior,7.3,2006
unknown,biography,cyrano de bergerac,7.6,1990
22000000,comedy,postcards from the edge,6.7,1990
70000000,comedy,rumor has it...,5.5,2005
20000000,drama,boogeyman,4.1,2005
unknown,adventure,napoleon,6.1,1995
1400000,adventure,embrace of the serpent,7.9,2015
95000000,adventure,percy jackson & the olympians: the lightning thief,5.9,2010
unknown,comedy,the anniversary party,6.3,2001
150000000,action,the incredible hulk,6.8,2008
unknown,comedy,addicted to love,6.1,1997
11000000,comedy,canadian bacon,5.9,1995
25000000,comedy,max keeble's big move,5.4,2001
50000000,drama,sweeney todd: the demon barber of fleet street,7.4,2007
70000000,comedy,hitch,6.6,2005
70000000,comedy,dudley do-right,3.9,1999
unknown,drama,lore,7.1,2012
35000000,action,zoom,4.3,2006
unknown,adventure,the big blue,7.6,1988
unknown,biography,i shot andy warhol,6.6,1996
29000001,mystery,twelve monkeys,8.0,1995
13000000,biography,good morning vietnam,7.3,1987
unknown,crime,night falls on manhattan,6.6,1996
12000000,biography,kill the irishman,7.1,2011
4100000,drama,big night,7.3,1996
80000000,animation,vida salvaje,5.3,2006
unknown,adventure,3 idiots,8.4,2009
unknown,action,just cause,6.4,1995
unknown,drama,the russia house,6.1,1990
unknown,drama,swing kids,6.8,1993
300000000,action,pirates of the caribbean: at world's end,7.1,2007
80000000,fantasy,la maldición,4.9,1999
8000000,comedy,that awkward moment,6.2,2014
26000000,comedy,freaky friday,6.1,2003
25000000,drama,la casa de los espíritus,6.9,1993
6500000,action,3 ninjas,5.2,1992
1000000,horror,hellraiser,7.0,1987
900000,comedy,meet the blacks,6.0,2016
unknown,biography,last days,5.8,2005
unknown,comedy,wilder napalm,5.5,1993
unknown,drama,dying young,5.9,1991
40000000,action,ninja assassin,6.4,2009
1000000,action,fiza,6.1,2000
13500000,comedy,necessary roughness,6.1,1991
17000000,horror,angel heart,7.3,1987
unknown,comedy,fast food nation,6.3,2006
12500000,comedy,about last night,6.1,2014
unknown,biography,the end of the tour,7.3,2015
10000000,drama,lean on me,7.4,1989
25000000,biography,hidden figures,7.8,2016
unknown,adventure,far from home: the adventures of yellow dog,6.4,1995
54000000,comedy,gigli,2.4,2003
93000000,action,charlie's angels,5.5,2000
5000000,crime,spring breakers,5.3,2012
unknown,comedy,in order of disappearance,7.2,2014
20000000,comedy,dodgeball: a true underdog story,6.7,2004
unknown,comedy,coupe de ville,6.7,1990
unknown,action,the blind swordsman: zatoichi,7.6,2003
30000000,drama,blue crush,5.6,2002
34200000,comedy,big daddy,6.4,1999
10000000,action,downtown,5.7,1990
100000000,drama,django unchained,8.4,2012
10000000,action,kung pow: enter the fist,6.2,2002
42000000,horror,thir13en ghosts,5.6,2001
unknown,drama,fire with fire,6.6,1986
unknown,drama,akeelah and the bee,7.5,2006
unknown,comedy,mistress america,6.7,2015
20000000,horror,the conjuring,7.5,2013
unknown,mystery,liebestraum,6.0,1991
unknown,horror,witchboard 2,5.0,1993
2500000,crime,shallow grave,7.3,1994
unknown,drama,deadly friend,5.5,1986
20000000,comedy,ghost town,6.7,2008
unknown,drama,the haunting in connecticut,5.9,2009
5000000,comedy,shocker,5.4,1989
30000000,comedy,bride wars,5.5,2009
50000000,animation,anastasia,7.1,1997
18000000,drama,the merchant of venice,7.1,2004
14000000,drama,fresh horses,5.0,1988
20000000,action,kung fu hustle,7.8,2004
32000000,animation,cats don't dance,6.9,1997
20000000,action,the cold light of day,4.9,2012
unknown,drama,rad,7.2,1986
6000000,comedy,city island,7.4,2009
35000000,action,willow,7.3,1988
7000000,comedy,bull durham,7.1,1988
20000000,comedy,uptown girls,6.1,2003
unknown,comedy,intervista,7.1,1987
unknown,crime,the hot spot,6.4,1990
4000000,comedy,waiting for guffman,7.6,1996
103000000,action,gladiator,8.5,2000
unknown,crime,texas killing fields,5.7,2011
unknown,crime,the bedroom window,6.4,1987
40000000,comedy,duplex,5.9,2003
unknown,action,killing season,5.4,2013
65000000,action,the long kiss goodnight,6.7,1996
unknown,action,last rites,5.2,1988
unknown,comedy,heavy weights,6.7,1995
1300000,drama,the celebration,8.1,1998
28000000,comedy,mumford,6.9,1999
unknown,comedy,the commitments,7.6,1991
unknown,action,steele justice,4.8,1987
125000000,action,sherlock holmes: a game of shadows,7.5,2011
unknown,drama,chocolat,7.4,1988
12500000,drama,the boy in the striped pajamas,7.8,2008
190000000,action,star trek into darkness,7.8,2013
unknown,fantasy,i madman,6.1,1989
unknown,biography,born to be blue,6.9,2015
61000000,action,shooter,7.2,2007
7500000,comedy,500 days of summer,7.7,2009
18000000,action,desperate hours,5.4,1990
10500000,drama,cruel intentions,6.8,1999
unknown,comedy,and god created woman,4.3,1988
93000000,action,jurassic park iii,5.9,2001
unknown,comedy,dirty love,3.5,2005
11500000,action,romeo is bleeding,6.6,1993
60000000,action,the sentinel,6.1,2006
9900000,crime,don't breathe,7.2,2016
1000000,crime,3-iron,8.1,2004
12000000,comedy,young adult,6.3,2011
8000000,drama,the good girl,6.5,2002
50000000,action,the dukes of hazzard,5.1,2005
30000000,adventure,an unfinished life,7.0,2005
20000000,family,3 ninjas kick back,4.4,1994
unknown,adventure,the 100 year-old man who climbed out the window and disappeared,7.1,2013
40000000,adventure,back to the future part iii,7.4,1990
75000000,action,immortals,6.0,2011
25000000,comedy,grumpier old men,6.6,1995
80000000,comedy,zookeeper,5.2,2011
15000000,drama,here on earth,5.1,2000
20000000,action,death sentence,6.8,2007
55000000,biography,captain phillips,7.8,2013
unknown,comedy,taxidermia,7.0,2006
unknown,comedy,i love you to death,6.4,1990
unknown,drama,voraz,7.0,2016
150000000,adventure,hugo,7.5,2011
unknown,comedy,police academy 3: back in training,5.2,1986
135000000,adventure,revenant: el renacido,8.0,2015
unknown,comedy,the monster,7.5,1994
unknown,comedy,bright young things,6.6,2003
5500000,biography,iris,7.1,2001
30000000,animation,cool world,4.8,1992
30000000,action,wing commander,4.2,1999
30000000,action,speed,7.2,1994
19400000,drama,al otro lado del mundo,7.5,2006
9000000,action,the sicilian,5.3,1987
unknown,comedy,enemies: a love story,6.8,1989
14000000,comedy,because of winn-dixie,6.4,2005
unknown,drama,frantz,7.5,2016
20000000,comedy,a good man in africa,5.0,1994
60000000,drama,contagion,6.6,2011
unknown,drama,indochine,7.1,1992
unknown,comedy,la langosta,7.1,2015
50000000,drama,angela's ashes,7.3,1999
2500000,comedy,the spectacular now,7.1,2013
1000000,biography,the sessions,7.2,2012
20000000,horror,the crazies,6.5,2010
10000000,romance,the house of mirth,7.1,2000
190000000,action,world war z,7.0,2013
unknown,biography,it's all gone pete tong,7.4,2004
30000000,horror,deliver us from evil,6.2,2014
20000000,drama,the light between oceans,7.2,2016
unknown,biography,the lover,6.9,1992
6800000,crime,shade,6.4,2003
7000000,crime,in too deep,6.2,1999
unknown,biography,neruda,7.0,2016
20000000,comedy,to die for,6.8,1995
800000,comedy,hatchet ii,5.5,2010
unknown,action,primeval,4.7,2007
2000000,horror,cronos,6.7,1993
25000000,action,cellular,6.5,2004
unknown,comedy,man bites dog,7.6,1992
unknown,action,crack house,5.6,1989
51000000,comedy,the bachelor,5.0,1999
7500000,comedy,fright night part 2,5.9,1988
unknown,adventure,hunt for the wilderpeople,7.9,2016
8500000,action,welcome to the punch,6.1,2013
unknown,drama,body shots,5.0,1999
6500000,crime,crash,7.8,2004
unknown,mystery,enemigos idénticos,6.9,2013
11000000,comedy,bring it on,6.0,2000
18000000,drama,honey,5.3,2003
19000000,crime,kansas city,6.3,1996
4000000,biography,the last time i committed suicide,5.8,1997
unknown,biography,impromptu,7.0,1991
24000000,horror,scream 2,6.1,1997
unknown,comedy,the englishman who went up a hill but came down a mountain,6.6,1995
50000000,action,non-stop,7.0,2014
9000000,comedy,the best man,6.7,1999
unknown,comedy,the lemon sisters,4.9,1989
15000000,drama,the company men,6.8,2010
unknown,comedy,jenny's wedding,5.5,2015
10000000,action,blue city,4.4,1986
29000000,drama,regresiones de un hombre muerto,7.1,2005
15000000,comedy,bio-dome,4.4,1996
1000000,adventure,transamerica,7.4,2005
unknown,adventure,sunshine,7.3,2007
unknown,comedy,four lions,7.3,2010
150000000,action,mission: impossible iii,6.9,2006
8000000,biography,dangerous beauty,7.3,1998
13000000,drama,the fabulous baker boys,6.8,1989
115000000,action,juego de espías,7.1,2001
5000000,horror,oculus,6.5,2013
16700000,action,don 2,7.1,2011
200000,comedy,swingers,7.3,1996
10000000,crime,the air i breathe,6.9,2007
unknown,action,the presidio,6.0,1988
unknown,drama,the phantom of the opera,5.5,1989
9000000,horror,child's play,6.6,1988
15000000,drama,the fly,7.5,1986
75000000,action,wanted,6.7,2008
19000000,drama,dad,6.2,1989
unknown,comedy,revenge of the nerds ii: nerds in paradise,4.9,1987
8000000,drama,the grass harp,7.2,1995
150000000,drama,the curious case of benjamin button,7.8,2008
28000000,action,lethal weapon 2,7.2,1989
unknown,biography,control,7.7,2007
unknown,drama,children of a lesser god,7.2,1986
3500000,drama,blue valentine,7.4,2010
87000000,drama,seabiscuit,7.3,2003
15000000,action,dark blue,6.6,2002
unknown,comedy,kissing a fool,5.6,1998
7000000,drama,the last temptation of christ,7.6,1988
unknown,comedy,short circuit,6.6,1986
4000000,comedy,poolhall junkies,7.0,2002
unknown,action,narrow margin,6.6,1990
140000000,action,the last samurai,7.7,2003
40000000,adventure,piratas,6.1,1986
26000000,comedy,the princess diaries,6.3,2001
18000000,animation,the nightmare before christmas,8.0,1993
13000000,drama,the girl with the dragon tattoo,7.8,2009
35200000,comedy,head of state,5.4,2003
unknown,action,la fille de d'artagnan,5.9,1994
11000000,adventure,return to the blue lagoon,5.1,1991
20000000,crime,bad lieutenant: port of call new orleans,6.7,2009
3000000,drama,war room,6.4,2015
35000000,adventure,sky high,6.2,2005
unknown,drama,horns,6.5,2013
25000000,action,contraband,6.5,2012
60000000,action,xxx: state of the union,4.4,2005
4000000,action,death warrant,5.6,1990
unknown,comedy,tal vez es para siempre,7.2,2014
12500000,crime,glengarry glen ross,7.8,1992
